LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN1906100000000,19,61,"Dubuque County, IA",2020,"52,967","49,811","3,156",6.0
CN1906300000000,19,63,"Emmet County, IA",2020,"4,731","4,487",244,5.2
CN1906500000000,19,65,"Fayette County, IA",2020,"9,886","9,342",544,5.5
CN1906700000000,19,67,"Floyd County, IA",2020,"7,691","7,212",479,6.2
CN1906900000000,19,69,"Franklin County, IA",2020,"4,785","4,581",204,4.3
CN1907100000000,19,71,"Fremont County, IA",2020,"3,381","3,264",117,3.5
CN1907300000000,19,73,"Greene County, IA",2020,"4,631","4,411",220,4.8
CN1907500000000,19,75,"Grundy County, IA",2020,"6,602","6,335",267,4.0
CN1907700000000,19,77,"Guthrie County, IA",2020,"5,502","5,245",257,4.7
CN1907900000000,19,79,"Hamilton County, IA",2020,"7,575","7,278",297,3.9
CN1908100000000,19,81,"Hancock County, IA",2020,"5,776","5,518",258,4.5
CN1908300000000,19,83,"Hardin County, IA",2020,"8,543","8,185",358,4.2
CN1908500000000,19,85,"Harrison County, IA",2020,"7,468","7,181",287,3.8
CN1908700000000,19,87,"Henry County, IA",2020,"9,585","9,094",491,5.1
CN1908900000000,19,89,"Howard County, IA",2020,"5,028","4,806",222,4.4
CN1909100000000,19,91,"Humboldt County, IA",2020,"4,727","4,525",202,4.3
CN1909300000000,19,93,"Ida County, IA",2020,"3,619","3,478",141,3.9
CN1909500000000,19,95,"Iowa County, IA",2020,"8,842","8,417",425,4.8
CN1909700000000,19,97,"Jackson County, IA",2020,"10,106","9,471",635,6.3
CN1909900000000,19,99,"Jasper County, IA",2020,"18,503","17,494","1,009",5.5
CN1910100000000,19,101,"Jefferson County, IA",2020,"7,752","7,250",502,6.5
CN1910300000000,19,103,"Johnson County, IA",2020,"84,439","80,439","4,000",4.7
CN1910500000000,19,105,"Jones County, IA",2020,"10,256","9,687",569,5.5
CN1910700000000,19,107,"Keokuk County, IA",2020,"5,125","4,872",253,4.9
CN1910900000000,19,109,"Kossuth County, IA",2020,"7,718","7,410",308,4.0
CN1911100000000,19,111,"Lee County, IA",2020,"15,705","14,683","1,022",6.5
CN1911300000000,19,113,"Linn County, IA",2020,"123,697","116,244","7,453",6.0
CN1911500000000,19,115,"Louisa County, IA",2020,"5,552","5,269",283,5.1
CN1911700000000,19,117,"Lucas County, IA",2020,"4,279","4,114",165,3.9
CN1911900000000,19,119,"Lyon County, IA",2020,"6,029","5,862",167,2.8
CN1912100000000,19,121,"Madison County, IA",2020,"9,020","8,545",475,5.3
CN1912300000000,19,123,"Mahaska County, IA",2020,"11,909","11,345",564,4.7
CN1912500000000,19,125,"Marion County, IA",2020,"17,251","16,520",731,4.2
CN1912700000000,19,127,"Marshall County, IA",2020,"19,408","18,199","1,209",6.2
CN1912900000000,19,129,"Mills County, IA",2020,"6,890","6,622",268,3.9
CN1913100000000,19,131,"Mitchell County, IA",2020,"5,821","5,620",201,3.5
CN1913300000000,19,133,"Monona County, IA",2020,"4,466","4,259",207,4.6
CN1913500000000,19,135,"Monroe County, IA",2020,"3,639","3,447",192,5.3
CN1913700000000,19,137,"Montgomery County, IA",2020,"5,107","4,883",224,4.4
CN1913900000000,19,139,"Muscatine County, IA",2020,"21,687","20,447","1,240",5.7
CN1914100000000,19,141,"O'Brien County, IA",2020,"7,555","7,285",270,3.6
CN1914300000000,19,143,"Osceola County, IA",2020,"3,436","3,335",101,2.9
CN1914500000000,19,145,"Page County, IA",2020,"7,261","6,947",314,4.3
CN1914700000000,19,147,"Palo Alto County, IA",2020,"4,985","4,773",212,4.3
CN1914900000000,19,149,"Plymouth County, IA",2020,"13,803","13,287",516,3.7
CN1915100000000,19,151,"Pocahontas County, IA",2020,"3,709","3,567",142,3.8
CN1915300000000,19,153,"Polk County, IA",2020,"265,214","249,624","15,590",5.9
CN1915500000000,19,155,"Pottawattamie County, IA",2020,"46,336","43,819","2,517",5.4
CN1915700000000,19,157,"Poweshiek County, IA",2020,"9,467","9,008",459,4.8
CN1915900000000,19,159,"Ringgold County, IA",2020,"2,259","2,168",91,4.0
CN1916100000000,19,161,"Sac County, IA",2020,"4,966","4,789",177,3.6
CN1916300000000,19,163,"Scott County, IA",2020,"88,535","82,740","5,795",6.5
CN1916500000000,19,165,"Shelby County, IA",2020,"6,099","5,860",239,3.9
CN1916700000000,19,167,"Sioux County, IA",2020,"20,773","20,229",544,2.6
CN1916900000000,19,169,"Story County, IA",2020,"52,207","50,198","2,009",3.8
CN1917100000000,19,171,"Tama County, IA",2020,"8,495","8,038",457,5.4
CN1917300000000,19,173,"Taylor County, IA",2020,"3,092","2,979",113,3.7
CN1917500000000,19,175,"Union County, IA",2020,"6,003","5,656",347,5.8
CN1917700000000,19,177,"Van Buren County, IA",2020,"3,304","3,137",167,5.1
CN1917900000000,19,179,"Wapello County, IA",2020,"17,302","16,270","1,032",6.0
CN1918100000000,19,181,"Warren County, IA",2020,"27,408","26,177","1,231",4.5
CN1918300000000,19,183,"Washington County, IA",2020,"11,824","11,364",460,3.9
CN1918500000000,19,185,"Wayne County, IA",2020,"3,146","3,022",124,3.9
CN1918700000000,19,187,"Webster County, IA",2020,"17,582","16,617",965,5.5
CN1918900000000,19,189,"Winnebago County, IA",2020,"5,787","5,476",311,5.4
CN1919100000000,19,191,"Winneshiek County, IA",2020,"11,560","11,041",519,4.5
CN1919300000000,19,193,"Woodbury County, IA",2020,"54,437","51,542","2,895",5.3
CN1919500000000,19,195,"Worth County, IA",2020,"4,432","4,219",213,4.8
CN1919700000000,19,197,"Wright County, IA",2020,"6,485","6,210",275,4.2
CN2000100000000,20,1,"Allen County, KS",2020,"6,154","5,809",345,5.6
CN2000300000000,20,3,"Anderson County, KS",2020,"3,540","3,367",173,4.9
CN2000500000000,20,5,"Atchison County, KS",2020,"7,959","7,493",466,5.9
CN2000700000000,20,7,"Barber County, KS",2020,"2,107","2,034",73,3.5
CN2000900000000,20,9,"Barton County, KS",2020,"13,037","12,415",622,4.8
CN2001100000000,20,11,"Bourbon County, KS",2020,"6,497","6,115",382,5.9
CN2001300000000,20,13,"Brown County, KS",2020,"4,373","4,147",226,5.2
CN2001500000000,20,15,"Butler County, KS",2020,"32,877","30,749","2,128",6.5
CN2001700000000,20,17,"Chase County, KS",2020,"1,219","1,140",79,6.5
CN2001900000000,20,19,"Chautauqua County, KS",2020,"1,415","1,322",93,6.6
CN2002100000000,20,21,"Cherokee County, KS",2020,"9,193","8,676",517,5.6
CN2002300000000,20,23,"Cheyenne County, KS",2020,"1,291","1,263",28,2.2
CN2002500000000,20,25,"Clark County, KS",2020,"1,021",998,23,2.3
CN2002700000000,20,27,"Clay County, KS",2020,"3,962","3,794",168,4.2
CN2002900000000,20,29,"Cloud County, KS",2020,"4,592","4,434",158,3.4
CN2003100000000,20,31,"Coffey County, KS",2020,"4,017","3,813",204,5.1
CN2003300000000,20,33,"Comanche County, KS",2020,874,845,29,3.3
CN2003500000000,20,35,"Cowley County, KS",2020,"16,141","15,050","1,091",6.8
CN2003700000000,20,37,"Crawford County, KS",2020,"19,574","18,531","1,043",5.3
CN2003900000000,20,39,"Decatur County, KS",2020,"1,499","1,455",44,2.9
CN2004100000000,20,41,"Dickinson County, KS",2020,"8,933","8,509",424,4.7
CN2004300000000,20,43,"Doniphan County, KS",2020,"3,857","3,668",189,4.9
CN2004500000000,20,45,"Douglas County, KS",2020,"66,920","63,139","3,781",5.7
CN2004700000000,20,47,"Edwards County, KS",2020,"1,437","1,393",44,3.1
CN2004900000000,20,49,"Elk County, KS",2020,"1,001",944,57,5.7
CN2005100000000,20,51,"Ellis County, KS",2020,"16,843","16,263",580,3.4
CN2005300000000,20,53,"Ellsworth County, KS",2020,"2,846","2,761",85,3.0
CN2005500000000,20,55,"Finney County, KS",2020,"20,109","19,411",698,3.5
CN2005700000000,20,57,"Ford County, KS",2020,"17,115","16,540",575,3.4
CN2005900000000,20,59,"Franklin County, KS",2020,"13,400","12,635",765,5.7
CN2006100000000,20,61,"Geary County, KS",2020,"13,469","12,621",848,6.3
CN2006300000000,20,63,"Gove County, KS",2020,"1,283","1,244",39,3.0
CN2006500000000,20,65,"Graham County, KS",2020,"1,179","1,128",51,4.3
CN2006700000000,20,67,"Grant County, KS",2020,"3,196","3,070",126,3.9
CN2006900000000,20,69,"Gray County, KS",2020,"3,060","2,993",67,2.2
CN2007100000000,20,71,"Greeley County, KS",2020,678,664,14,2.1
CN2007300000000,20,73,"Greenwood County, KS",2020,"2,892","2,729",163,5.6
CN2007500000000,20,75,"Hamilton County, KS",2020,"1,319","1,292",27,2.0
CN2007700000000,20,77,"Harper County, KS",2020,"2,539","2,416",123,4.8
CN2007900000000,20,79,"Harvey County, KS",2020,"17,146","16,261",885,5.2
CN2008100000000,20,81,"Haskell County, KS",2020,"1,740","1,690",50,2.9
CN2008300000000,20,83,"Hodgeman County, KS",2020,929,904,25,2.7
CN2008500000000,20,85,"Jackson County, KS",2020,"6,708","6,322",386,5.8
CN2008700000000,20,87,"Jefferson County, KS",2020,"9,620","9,134",486,5.1
CN2008900000000,20,89,"Jewell County, KS",2020,"1,227","1,189",38,3.1
CN2009100000000,20,91,"Johnson County, KS",2020,"340,423","323,169","17,254",5.1
CN2009300000000,20,93,"Kearny County, KS",2020,"1,810","1,757",53,2.9
CN2009500000000,20,95,"Kingman County, KS",2020,"4,073","3,897",176,4.3
CN2009700000000,20,97,"Kiowa County, KS",2020,"1,209","1,170",39,3.2
CN2009900000000,20,99,"Labette County, KS",2020,"9,635","9,087",548,5.7
CN2010100000000,20,101,"Lane County, KS",2020,728,706,22,3.0
CN2010300000000,20,103,"Leavenworth County, KS",2020,"35,694","33,568","2,126",6.0
CN2010500000000,20,105,"Lincoln County, KS",2020,"1,506","1,456",50,3.3
CN2010700000000,20,107,"Linn County, KS",2020,"4,510","4,201",309,6.9
CN2010900000000,20,109,"Logan County, KS",2020,"1,438","1,400",38,2.6
CN2011100000000,20,111,"Lyon County, KS",2020,"17,466","16,701",765,4.4
CN2011300000000,20,113,"McPherson County, KS",2020,"16,532","15,936",596,3.6
CN2011500000000,20,115,"Marion County, KS",2020,"5,852","5,611",241,4.1
CN2011700000000,20,117,"Marshall County, KS",2020,"5,249","5,080",169,3.2
CN2011900000000,20,119,"Meade County, KS",2020,"1,967","1,908",59,3.0
CN2012100000000,20,121,"Miami County, KS",2020,"17,483","16,610",873,5.0
CN2012300000000,20,123,"Mitchell County, KS",2020,"2,675","2,587",88,3.3
CN2012500000000,20,125,"Montgomery County, KS",2020,"14,590","13,500","1,090",7.5
CN2012700000000,20,127,"Morris County, KS",2020,"2,930","2,811",119,4.1
CN2012900000000,20,129,"Morton County, KS",2020,"1,172","1,137",35,3.0
CN2013100000000,20,131,"Nemaha County, KS",2020,"5,222","5,066",156,3.0
CN2013300000000,20,133,"Neosho County, KS",2020,"7,721","7,325",396,5.1
CN2013500000000,20,135,"Ness County, KS",2020,"1,505","1,461",44,2.9
CN2013700000000,20,137,"Norton County, KS",2020,"2,355","2,288",67,2.8
CN2013900000000,20,139,"Osage County, KS",2020,"7,794","7,389",405,5.2
CN2014100000000,20,141,"Osborne County, KS",2020,"1,811","1,757",54,3.0
CN2014300000000,20,143,"Ottawa County, KS",2020,"2,947","2,825",122,4.1
CN2014500000000,20,145,"Pawnee County, KS",2020,"2,971","2,868",103,3.5
CN2014700000000,20,147,"Phillips County, KS",2020,"2,425","2,339",86,3.5
CN2014900000000,20,149,"Pottawatomie County, KS",2020,"12,565","12,057",508,4.0
CN2015100000000,20,151,"Pratt County, KS",2020,"4,506","4,331",175,3.9
CN2015300000000,20,153,"Rawlins County, KS",2020,"1,390","1,351",39,2.8
CN2015500000000,20,155,"Reno County, KS",2020,"29,401","27,784","1,617",5.5
CN2015700000000,20,157,"Republic County, KS",2020,"2,248","2,172",76,3.4
CN2015900000000,20,159,"Rice County, KS",2020,"4,746","4,535",211,4.4
CN2016100000000,20,161,"Riley County, KS",2020,"36,087","34,477","1,610",4.5
CN2016300000000,20,163,"Rooks County, KS",2020,"2,460","2,363",97,3.9
CN2016500000000,20,165,"Rush County, KS",2020,"1,562","1,491",71,4.5
CN2016700000000,20,167,"Russell County, KS",2020,"3,086","2,951",135,4.4
CN2016900000000,20,169,"Saline County, KS",2020,"28,150","26,550","1,600",5.7
CN2017100000000,20,171,"Scott County, KS",2020,"2,503","2,433",70,2.8
CN2017300000000,20,173,"Sedgwick County, KS",2020,"266,900","244,227","22,673",8.5
CN2017500000000,20,175,"Seward County, KS",2020,"10,873","10,456",417,3.8
CN2017700000000,20,177,"Shawnee County, KS",2020,"88,378","83,058","5,320",6.0
CN2017900000000,20,179,"Sheridan County, KS",2020,"1,498","1,465",33,2.2
CN2018100000000,20,181,"Sherman County, KS",2020,"3,058","2,962",96,3.1
CN2018300000000,20,183,"Smith County, KS",2020,"1,786","1,734",52,2.9
CN2018500000000,20,185,"Stafford County, KS",2020,"2,092","2,019",73,3.5
CN2018700000000,20,187,"Stanton County, KS",2020,"1,009",984,25,2.5
CN2018900000000,20,189,"Stevens County, KS",2020,"2,555","2,481",74,2.9
CN2019100000000,20,191,"Sumner County, KS",2020,"10,603","9,713",890,8.4
CN2019300000000,20,193,"Thomas County, KS",2020,"4,376","4,258",118,2.7
CN2019500000000,20,195,"Trego County, KS",2020,"1,567","1,517",50,3.2
CN2019700000000,20,197,"Wabaunsee County, KS",2020,"3,385","3,234",151,4.5
CN2019900000000,20,199,"Wallace County, KS",2020,676,660,16,2.4
CN2020100000000,20,201,"Washington County, KS",2020,"2,668","2,595",73,2.7
CN2020300000000,20,203,"Wichita County, KS",2020,"1,224","1,199",25,2.0
CN2020500000000,20,205,"Wilson County, KS",2020,"4,130","3,824",306,7.4
CN2020700000000,20,207,"Woodson County, KS",2020,"1,358","1,264",94,6.9
CN2020900000000,20,209,"Wyandotte County, KS",2020,"82,310","76,150","6,160",7.5
CN2100100000000,21,1,"Adair County, KY",2020,"7,536","7,053",483,6.4
CN2100300000000,21,3,"Allen County, KY",2020,"9,126","8,665",461,5.1
CN2100500000000,21,5,"Anderson County, KY",2020,"10,875","10,172",703,6.5
CN2100700000000,21,7,"Ballard County, KY",2020,"3,304","3,093",211,6.4
CN2100900000000,21,9,"Barren County, KY",2020,"18,032","16,705","1,327",7.4
CN2101100000000,21,11,"Bath County, KY",2020,"4,848","4,480",368,7.6
CN2101300000000,21,13,"Bell County, KY",2020,"7,415","6,807",608,8.2
CN2101500000000,21,15,"Boone County, KY",2020,"68,455","64,755","3,700",5.4
CN2101700000000,21,17,"Bourbon County, KY",2020,"9,880","9,331",549,5.6
CN2101900000000,21,19,"Boyd County, KY",2020,"18,708","17,275","1,433",7.7
CN2102100000000,21,21,"Boyle County, KY",2020,"13,009","12,119",890,6.8
CN2102300000000,21,23,"Bracken County, KY",2020,"3,682","3,457",225,6.1
CN2102500000000,21,25,"Breathitt County, KY",2020,"4,068","3,734",334,8.2
CN2102700000000,21,27,"Breckinridge County, KY",2020,"7,853","7,301",552,7.0
CN2102900000000,21,29,"Bullitt County, KY",2020,"41,552","38,937","2,615",6.3
CN2103100000000,21,31,"Butler County, KY",2020,"4,828","4,499",329,6.8
CN2103300000000,21,33,"Caldwell County, KY",2020,"5,698","5,366",332,5.8
CN2103500000000,21,35,"Calloway County, KY",2020,"17,194","16,132","1,062",6.2
CN2103700000000,21,37,"Campbell County, KY",2020,"47,097","44,447","2,650",5.6
CN2103900000000,21,39,"Carlisle County, KY",2020,"1,947","1,848",99,5.1
CN2104100000000,21,41,"Carroll County, KY",2020,"4,599","4,295",304,6.6
CN2104300000000,21,43,"Carter County, KY",2020,"9,815","8,924",891,9.1
